,data_dict,delta_Hmix,delta_Smix,delta_R,VECmix,Tmix,Omiga,is_stable,phase
7490,"{""Pd"": 0.3, ""Pt"": 0.15, ""Ag"": 0.25, ""Cu"": 0.3}",-8.49,11.253,4.617,10.55,1570.03,2.081,True,FCC
7491,"{""Pd"": 0.3, ""Pt"": 0.15, ""Ag"": 0.3, ""Cu"": 0.25}",-7.74,11.253,4.513,10.55,1563.85,2.274,True,FCC
7492,"{""Pd"": 0.3, ""Pt"": 0.15, ""Ag"": 0.35, ""Cu"": 0.2}",-7.03,11.1,4.324,10.55,1557.67,2.459,True,FCC
7493,"{""Pd"": 0.3, ""Pt"": 0.2, ""Ag"": 0.15, ""Cu"": 0.35}",-9.72,11.1,4.44,10.5,1616.76,1.846,True,FCC
7494,"{""Pd"": 0.3, ""Pt"": 0.2, ""Ag"": 0.2, ""Cu"": 0.3}",-8.8,11.358,4.447,10.5,1610.58,2.079,True,FCC
7495,"{""Pd"": 0.3, ""Pt"": 0.2, ""Ag"": 0.25, ""Cu"": 0.25}",-7.92,11.442,4.37,10.5,1604.4,2.318,True,FCC
7496,"{""Pd"": 0.3, ""Pt"": 0.2, ""Ag"": 0.3, ""Cu"": 0.2}",-7.08,11.358,4.206,10.5,1598.22,2.564,True,FCC
7497,"{""Pd"": 0.3, ""Pt"": 0.2, ""Ag"": 0.35, ""Cu"": 0.15}",-6.28,11.1,3.95,10.5,1592.04,2.814,True,FCC
7498,"{""Pd"": 0.3, ""Pt"": 0.25, ""Ag"": 0.1, ""Cu"": 0.35}",-10.14,10.854,4.217,10.45,1657.31,1.774,True,FCC
7499,"{""Pd"": 0.3, ""Pt"": 0.25, ""Ag"": 0.15, ""Cu"": 0.3}",-9.09,11.253,4.258,10.45,1651.13,2.044,True,FCC
7500,"{""Pd"": 0.3, ""Pt"": 0.25, ""Ag"": 0.2, ""Cu"": 0.25}",-8.08,11.442,4.21,10.45,1644.95,2.329,True,FCC
7501,"{""Pd"": 0.3, ""Pt"": 0.25, ""Ag"": 0.25, ""Cu"": 0.2}",-7.11,11.442,4.073,10.45,1638.77,2.637,True,FCC
7502,"{""Pd"": 0.3, ""Pt"": 0.25, ""Ag"": 0.3, ""Cu"": 0.15}",-6.18,11.253,3.841,10.45,1632.59,2.973,True,FCC
7503,"{""Pd"": 0.3, ""Pt"": 0.25, ""Ag"": 0.35, ""Cu"": 0.1}",-5.29,10.854,3.499,10.45,1626.41,3.337,True,FCC
7504,"{""Pd"": 0.3, ""Pt"": 0.3, ""Ag"": 0.05, ""Cu"": 0.35}",-10.54,10.306,3.967,10.4,1697.86,1.66,True,FCC
7505,"{""Pd"": 0.3, ""Pt"": 0.3, ""Ag"": 0.1, ""Cu"": 0.3}",-9.36,10.923,4.047,10.4,1691.68,1.974,True,FCC
7506,"{""Pd"": 0.3, ""Pt"": 0.3, ""Ag"": 0.15, ""Cu"": 0.25}",-8.22,11.253,4.031,10.4,1685.5,2.307,True,FCC
7507,"{""Pd"": 0.3, ""Pt"": 0.3, ""Ag"": 0.2, ""Cu"": 0.2}",-7.12,11.358,3.923,10.4,1679.32,2.679,True,FCC
7508,"{""Pd"": 0.3, ""Pt"": 0.3, ""Ag"": 0.25, ""Cu"": 0.15}",-6.06,11.253,3.717,10.4,1673.14,3.107,True,FCC
7509,"{""Pd"": 0.3, ""Pt"": 0.3, ""Ag"": 0.3, ""Cu"": 0.1}",-5.04,10.923,3.399,10.4,1666.96,3.613,True,FCC
7510,"{""Pd"": 0.3, ""Pt"": 0.3, ""Ag"": 0.35, ""Cu"": 0.05}",-4.06,10.306,2.938,10.4,1660.78,4.216,True,FCC
7511,"{""Pd"": 0.3, ""Pt"": 0.35, ""Ag"": 0.05, ""Cu"": 0.3}",-9.61,10.306,3.81,10.35,1732.23,1.858,True,FCC
7512,"{""Pd"": 0.3, ""Pt"": 0.35, ""Ag"": 0.1, ""Cu"": 0.25}",-8.34,10.854,3.831,10.35,1726.05,2.246,True,FCC
7513,"{""Pd"": 0.3, ""Pt"": 0.35, ""Ag"": 0.15, ""Cu"": 0.2}",-7.11,11.1,3.753,10.35,1719.87,2.685,True,FCC
7514,"{""Pd"": 0.3, ""Pt"": 0.35, ""Ag"": 0.2, ""Cu"": 0.15}",-5.92,11.1,3.574,10.35,1713.69,3.213,True,FCC
7515,"{""Pd"": 0.3, ""Pt"": 0.35, ""Ag"": 0.25, ""Cu"": 0.1}",-4.77,10.854,3.282,10.35,1707.51,3.885,True,FCC
7516,"{""Pd"": 0.3, ""Pt"": 0.35, ""Ag"": 0.3, ""Cu"": 0.05}",-3.66,10.306,2.846,10.35,1701.33,4.791,True,FCC
7517,"{""Pd"": 0.35, ""Pt"": 0.05, ""Ag"": 0.25, ""Cu"": 0.35}",-9.36,10.236,4.81,10.6,1524.66,1.667,True,FCC
7518,"{""Pd"": 0.35, ""Pt"": 0.05, ""Ag"": 0.3, ""Cu"": 0.3}",-8.74,10.306,4.764,10.6,1518.48,1.791,True,FCC
7519,"{""Pd"": 0.35, ""Pt"": 0.05, ""Ag"": 0.35, ""Cu"": 0.25}",-8.16,10.236,4.639,10.6,1512.3,1.897,True,FCC
7520,"{""Pd"": 0.35, ""Pt"": 0.1, ""Ag"": 0.2, ""Cu"": 0.35}",-9.74,10.7,4.626,10.55,1565.21,1.719,True,FCC
7521,"{""Pd"": 0.35, ""Pt"": 0.1, ""Ag"": 0.25, ""Cu"": 0.3}",-8.99,10.854,4.608,10.55,1559.03,1.882,True,FCC
7522,"{""Pd"": 0.35, ""Pt"": 0.1, ""Ag"": 0.3, ""Cu"": 0.25}",-8.28,10.854,4.509,10.55,1552.85,2.036,True,FCC
7523,"{""Pd"": 0.35, ""Pt"": 0.1, ""Ag"": 0.35, ""Cu"": 0.2}",-7.61,10.7,4.327,10.55,1546.67,2.175,True,FCC
7524,"{""Pd"": 0.35, ""Pt"": 0.15, ""Ag"": 0.15, ""Cu"": 0.35}",-10.1,10.842,4.422,10.5,1605.76,1.724,True,FCC
7525,"{""Pd"": 0.35, ""Pt"": 0.15, ""Ag"": 0.2, ""Cu"": 0.3}",-9.22,11.1,4.435,10.5,1599.58,1.926,True,FCC
7526,"{""Pd"": 0.35, ""Pt"": 0.15, ""Ag"": 0.25, ""Cu"": 0.25}",-8.38,11.184,4.364,10.5,1593.4,2.127,True,FCC
7527,"{""Pd"": 0.35, ""Pt"": 0.15, ""Ag"": 0.3, ""Cu"": 0.2}",-7.58,11.1,4.206,10.5,1587.22,2.324,True,FCC
7528,"{""Pd"": 0.35, ""Pt"": 0.15, ""Ag"": 0.35, ""Cu"": 0.15}",-6.82,10.842,3.956,10.5,1581.04,2.513,True,FCC
7529,"{""Pd"": 0.35, ""Pt"": 0.2, ""Ag"": 0.1, ""Cu"": 0.35}",-10.44,10.7,4.195,10.45,1646.31,1.687,True,FCC
7530,"{""Pd"": 0.35, ""Pt"": 0.2, ""Ag"": 0.15, ""Cu"": 0.3}",-9.43,11.1,4.243,10.45,1640.13,1.931,True,FCC
7531,"{""Pd"": 0.35, ""Pt"": 0.2, ""Ag"": 0.2, ""Cu"": 0.25}",-8.46,11.289,4.201,10.45,1633.95,2.18,True,FCC
7532,"{""Pd"": 0.35, ""Pt"": 0.2, ""Ag"": 0.25, ""Cu"": 0.2}",-7.53,11.289,4.071,10.45,1627.77,2.44,True,FCC
7533,"{""Pd"": 0.35, ""Pt"": 0.2, ""Ag"": 0.3, ""Cu"": 0.15}",-6.64,11.1,3.845,10.45,1621.59,2.711,True,FCC
7534,"{""Pd"": 0.35, ""Pt"": 0.2, ""Ag"": 0.35, ""Cu"": 0.1}",-5.79,10.7,3.511,10.45,1615.41,2.985,True,FCC
7535,"{""Pd"": 0.35, ""Pt"": 0.25, ""Ag"": 0.05, ""Cu"": 0.35}",-10.76,10.236,3.941,10.4,1686.86,1.605,True,FCC
7536,"{""Pd"": 0.35, ""Pt"": 0.25, ""Ag"": 0.1, ""Cu"": 0.3}",-9.62,10.854,4.029,10.4,1680.68,1.896,True,FCC
7537,"{""Pd"": 0.35, ""Pt"": 0.25, ""Ag"": 0.15, ""Cu"": 0.25}",-8.52,11.184,4.02,10.4,1674.5,2.198,True,FCC
7538,"{""Pd"": 0.35, ""Pt"": 0.25, ""Ag"": 0.2, ""Cu"": 0.2}",-7.46,11.289,3.918,10.4,1668.32,2.525,True,FCC
7539,"{""Pd"": 0.35, ""Pt"": 0.25, ""Ag"": 0.25, ""Cu"": 0.15}",-6.44,11.184,3.719,10.4,1662.14,2.887,True,FCC
7540,"{""Pd"": 0.35, ""Pt"": 0.25, ""Ag"": 0.3, ""Cu"": 0.1}",-5.46,10.854,3.408,10.4,1655.96,3.292,True,FCC
7541,"{""Pd"": 0.35, ""Pt"": 0.25, ""Ag"": 0.35, ""Cu"": 0.05}",-4.52,10.236,2.957,10.4,1649.78,3.736,True,FCC
7542,"{""Pd"": 0.35, ""Pt"": 0.3, ""Ag"": 0.05, ""Cu"": 0.3}",-9.79,10.306,3.788,10.35,1721.23,1.812,True,FCC
7543,"{""Pd"": 0.35, ""Pt"": 0.3, ""Ag"": 0.1, ""Cu"": 0.25}",-8.56,10.854,3.816,10.35,1715.05,2.175,True,FCC
7544,"{""Pd"": 0.35, ""Pt"": 0.3, ""Ag"": 0.15, ""Cu"": 0.2}",-7.37,11.1,3.746,10.35,1708.87,2.574,True,FCC
7545,"{""Pd"": 0.35, ""Pt"": 0.3, ""Ag"": 0.2, ""Cu"": 0.15}",-6.22,11.1,3.574,10.35,1702.69,3.039,True,FCC
7546,"{""Pd"": 0.35, ""Pt"": 0.3, ""Ag"": 0.25, ""Cu"": 0.1}",-5.11,10.854,3.289,10.35,1696.51,3.604,True,FCC
7547,"{""Pd"": 0.35, ""Pt"": 0.3, ""Ag"": 0.3, ""Cu"": 0.05}",-4.04,10.306,2.862,10.35,1690.33,4.312,True,FCC
7548,"{""Pd"": 0.35, ""Pt"": 0.35, ""Ag"": 0.05, ""Cu"": 0.25}",-8.58,10.236,3.587,10.3,1755.6,2.094,True,FCC
7549,"{""Pd"": 0.35, ""Pt"": 0.35, ""Ag"": 0.1, ""Cu"": 0.2}",-7.26,10.7,3.55,10.3,1749.42,2.578,True,FCC
7550,"{""Pd"": 0.35, ""Pt"": 0.35, ""Ag"": 0.15, ""Cu"": 0.15}",-5.98,10.842,3.408,10.3,1743.24,3.161,True,FCC
7551,"{""Pd"": 0.35, ""Pt"": 0.35, ""Ag"": 0.2, ""Cu"": 0.1}",-4.74,10.7,3.15,10.3,1737.06,3.921,True,FCC
7552,"{""Pd"": 0.35, ""Pt"": 0.35, ""Ag"": 0.25, ""Cu"": 0.05}",-3.54,10.236,2.747,10.3,1730.88,5.005,True,FCC
7553,"{""Pd"": 0.05, ""Pt"": 0.25, ""Cu"": 0.35, ""Au"": 0.35}",-8.09,10.236,5.09,10.7,1545.813,1.956,True,FCC
7554,"{""Pd"": 0.05, ""Pt"": 0.3, ""Cu"": 0.3, ""Au"": 0.35}",-7.14,10.306,4.849,10.65,1580.183,2.281,True,FCC
7555,"{""Pd"": 0.05, ""Pt"": 0.3, ""Cu"": 0.35, ""Au"": 0.3}",-8.24,10.306,4.958,10.65,1581.184,1.978,True,FCC
7556,"{""Pd"": 0.05, ""Pt"": 0.35, ""Cu"": 0.25, ""Au"": 0.35}",-5.95,10.236,4.567,10.6,1614.553,2.778,True,FCC
7557,"{""Pd"": 0.05, ""Pt"": 0.35, ""Cu"": 0.3, ""Au"": 0.3}",-7.3,10.306,4.728,10.6,1615.554,2.281,True,FCC
7558,"{""Pd"": 0.05, ""Pt"": 0.35, ""Cu"": 0.35, ""Au"": 0.25}",-8.47,10.236,4.813,10.6,1616.555,1.954,True,FCC
7559,"{""Pd"": 0.1, ""Pt"": 0.2, ""Cu"": 0.35, ""Au"": 0.35}",-8.45,10.7,5.083,10.7,1534.813,1.943,True,FCC
7560,"{""Pd"": 0.1, ""Pt"": 0.25, ""Cu"": 0.3, ""Au"": 0.35}",-7.46,10.854,4.846,10.65,1569.183,2.283,True,FCC
7561,"{""Pd"": 0.1, ""Pt"": 0.25, ""Cu"": 0.35, ""Au"": 0.3}",-8.54,10.854,4.949,10.65,1570.184,1.996,True,FCC
7562,"{""Pd"": 0.1, ""Pt"": 0.3, ""Cu"": 0.25, ""Au"": 0.35}",-6.23,10.854,4.567,10.6,1603.553,2.794,True,FCC
7563,"{""Pd"": 0.1, ""Pt"": 0.3, ""Cu"": 0.3, ""Au"": 0.3}",-7.56,10.923,4.723,10.6,1604.554,2.318,True,FCC
7564,"{""Pd"": 0.1, ""Pt"": 0.3, ""Cu"": 0.35, ""Au"": 0.25}",-8.71,10.854,4.802,10.6,1605.555,2.001,True,FCC
7565,"{""Pd"": 0.1, ""Pt"": 0.35, ""Cu"": 0.2, ""Au"": 0.35}",-4.76,10.7,4.237,10.55,1637.923,3.682,True,FCC
7566,"{""Pd"": 0.1, ""Pt"": 0.35, ""Cu"": 0.25, ""Au"": 0.3}",-6.34,10.854,4.453,10.55,1638.924,2.806,True,FCC
7567,"{""Pd"": 0.1, ""Pt"": 0.35, ""Cu"": 0.3, ""Au"": 0.25}",-7.74,10.854,4.586,10.55,1639.925,2.3,True,FCC
7568,"{""Pd"": 0.1, ""Pt"": 0.35, ""Cu"": 0.35, ""Au"": 0.2}",-8.96,10.7,4.64,10.55,1640.926,1.96,True,FCC
7569,"{""Pd"": 0.15, ""Pt"": 0.15, ""Cu"": 0.35, ""Au"": 0.35}",-8.85,10.842,5.076,10.7,1523.813,1.867,True,FCC
7570,"{""Pd"": 0.15, ""Pt"": 0.2, ""Cu"": 0.3, ""Au"": 0.35}",-7.82,11.1,4.842,10.65,1558.183,2.212,True,FCC
7571,"{""Pd"": 0.15, ""Pt"": 0.2, ""Cu"": 0.35, ""Au"": 0.3}",-8.88,11.1,4.94,10.65,1559.184,1.949,True,FCC
7572,"{""Pd"": 0.15, ""Pt"": 0.25, ""Cu"": 0.25, ""Au"": 0.35}",-6.55,11.184,4.566,10.6,1592.553,2.719,True,FCC
7573,"{""Pd"": 0.15, ""Pt"": 0.25, ""Cu"": 0.3, ""Au"": 0.3}",-7.86,11.253,4.717,10.6,1593.554,2.281,True,FCC
7574,"{""Pd"": 0.15, ""Pt"": 0.25, ""Cu"": 0.35, ""Au"": 0.25}",-8.99,11.184,4.791,10.6,1594.555,1.984,True,FCC
7575,"{""Pd"": 0.15, ""Pt"": 0.3, ""Cu"": 0.2, ""Au"": 0.35}",-5.04,11.1,4.241,10.55,1626.923,3.583,True,FCC
7576,"{""Pd"": 0.15, ""Pt"": 0.3, ""Cu"": 0.25, ""Au"": 0.3}",-6.6,11.253,4.451,10.55,1627.924,2.776,True,FCC
7577,"{""Pd"": 0.15, ""Pt"": 0.3, ""Cu"": 0.3, ""Au"": 0.25}",-7.98,11.253,4.578,10.55,1628.925,2.297,True,FCC
7578,"{""Pd"": 0.15, ""Pt"": 0.3, ""Cu"": 0.35, ""Au"": 0.2}",-9.18,11.1,4.626,10.55,1629.926,1.971,True,FCC
7579,"{""Pd"": 0.15, ""Pt"": 0.35, ""Cu"": 0.15, ""Au"": 0.35}",-3.29,10.842,3.854,10.5,1661.293,5.475,True,FCC
7580,"{""Pd"": 0.15, ""Pt"": 0.35, ""Cu"": 0.2, ""Au"": 0.3}",-5.1,11.1,4.134,10.5,1662.294,3.618,True,FCC
7581,"{""Pd"": 0.15, ""Pt"": 0.35, ""Cu"": 0.25, ""Au"": 0.25}",-6.73,11.184,4.322,10.5,1663.295,2.764,True,FCC
7582,"{""Pd"": 0.15, ""Pt"": 0.35, ""Cu"": 0.3, ""Au"": 0.2}",-8.18,11.1,4.424,10.5,1664.296,2.258,True,FCC
7583,"{""Pd"": 0.15, ""Pt"": 0.35, ""Cu"": 0.35, ""Au"": 0.15}",-9.45,10.842,4.445,10.5,1665.297,1.911,True,FCC
7584,"{""Pd"": 0.2, ""Pt"": 0.1, ""Cu"": 0.35, ""Au"": 0.35}",-9.29,10.7,5.069,10.7,1512.813,1.742,True,FCC
7585,"{""Pd"": 0.2, ""Pt"": 0.15, ""Cu"": 0.3, ""Au"": 0.35}",-8.22,11.1,4.838,10.65,1547.183,2.089,True,FCC
7586,"{""Pd"": 0.2, ""Pt"": 0.15, ""Cu"": 0.35, ""Au"": 0.3}",-9.26,11.1,4.931,10.65,1548.184,1.856,True,FCC
7587,"{""Pd"": 0.2, ""Pt"": 0.2, ""Cu"": 0.25, ""Au"": 0.35}",-6.91,11.289,4.565,10.6,1581.553,2.584,True,FCC
7588,"{""Pd"": 0.2, ""Pt"": 0.2, ""Cu"": 0.3, ""Au"": 0.3}",-8.2,11.358,4.71,10.6,1582.554,2.192,True,FCC
7589,"{""Pd"": 0.2, ""Pt"": 0.2, ""Cu"": 0.35, ""Au"": 0.25}",-9.31,11.289,4.779,10.6,1583.555,1.92,True,FCC
7590,"{""Pd"": 0.2, ""Pt"": 0.25, ""Cu"": 0.2, ""Au"": 0.35}",-5.36,11.289,4.243,10.55,1615.923,3.403,True,FCC
7591,"{""Pd"": 0.2, ""Pt"": 0.25, ""Cu"": 0.25, ""Au"": 0.3}",-6.9,11.442,4.448,10.55,1616.924,2.681,True,FCC
7592,"{""Pd"": 0.2, ""Pt"": 0.25, ""Cu"": 0.3, ""Au"": 0.25}",-8.26,11.442,4.569,10.55,1617.925,2.241,True,FCC
7593,"{""Pd"": 0.2, ""Pt"": 0.25, ""Cu"": 0.35, ""Au"": 0.2}",-9.44,11.289,4.612,10.55,1618.926,1.936,True,FCC
7594,"{""Pd"": 0.2, ""Pt"": 0.3, ""Cu"": 0.15, ""Au"": 0.35}",-3.57,11.1,3.861,10.5,1650.293,5.131,True,FCC
7595,"{""Pd"": 0.2, ""Pt"": 0.3, ""Cu"": 0.2, ""Au"": 0.3}",-5.36,11.358,4.135,10.5,1651.294,3.499,True,FCC
7596,"{""Pd"": 0.2, ""Pt"": 0.3, ""Cu"": 0.25, ""Au"": 0.25}",-6.97,11.442,4.316,10.5,1652.295,2.712,True,FCC
7597,"{""Pd"": 0.2, ""Pt"": 0.3, ""Cu"": 0.3, ""Au"": 0.2}",-8.4,11.358,4.413,10.5,1653.296,2.235,True,FCC
7598,"{""Pd"": 0.2, ""Pt"": 0.3, ""Cu"": 0.35, ""Au"": 0.15}",-9.65,11.1,4.428,10.5,1654.297,1.903,True,FCC
7599,"{""Pd"": 0.2, ""Pt"": 0.35, ""Cu"": 0.1, ""Au"": 0.35}",-1.54,10.7,3.398,10.45,1684.663,11.705,True,FCC
7600,"{""Pd"": 0.2, ""Pt"": 0.35, ""Cu"": 0.15, ""Au"": 0.3}",-3.58,11.1,3.762,10.45,1685.664,5.227,True,FCC
7601,"{""Pd"": 0.2, ""Pt"": 0.35, ""Cu"": 0.2, ""Au"": 0.25}",-5.44,11.289,4.013,10.45,1686.665,3.5,True,FCC
7602,"{""Pd"": 0.2, ""Pt"": 0.35, ""Cu"": 0.25, ""Au"": 0.2}",-7.12,11.289,4.17,10.45,1687.666,2.676,True,FCC
7603,"{""Pd"": 0.2, ""Pt"": 0.35, ""Cu"": 0.3, ""Au"": 0.15}",-8.62,11.1,4.24,10.45,1688.667,2.175,True,FCC
7604,"{""Pd"": 0.2, ""Pt"": 0.35, ""Cu"": 0.35, ""Au"": 0.1}",-9.94,10.7,4.224,10.45,1689.668,1.819,True,FCC
7605,"{""Pd"": 0.25, ""Pt"": 0.05, ""Cu"": 0.35, ""Au"": 0.35}",-9.77,10.236,5.061,10.7,1501.813,1.573,True,FCC
7606,"{""Pd"": 0.25, ""Pt"": 0.1, ""Cu"": 0.3, ""Au"": 0.35}",-8.66,10.854,4.833,10.65,1536.183,1.925,True,FCC
7607,"{""Pd"": 0.25, ""Pt"": 0.1, ""Cu"": 0.35, ""Au"": 0.3}",-9.68,10.854,4.921,10.65,1537.184,1.724,True,FCC
7608,"{""Pd"": 0.25, ""Pt"": 0.15, ""Cu"": 0.25, ""Au"": 0.35}",-7.31,11.184,4.564,10.6,1570.553,2.403,True,FCC
7609,"{""Pd"": 0.25, ""Pt"": 0.15, ""Cu"": 0.3, ""Au"": 0.3}",-8.58,11.253,4.704,10.6,1571.554,2.061,True,FCC
7610,"{""Pd"": 0.25, ""Pt"": 0.15, ""Cu"": 0.35, ""Au"": 0.25}",-9.67,11.184,4.767,10.6,1572.555,1.819,True,FCC
7611,"{""Pd"": 0.25, ""Pt"": 0.2, ""Cu"": 0.2, ""Au"": 0.35}",-5.72,11.289,4.246,10.55,1604.923,3.167,True,FCC
7612,"{""Pd"": 0.25, ""Pt"": 0.2, ""Cu"": 0.25, ""Au"": 0.3}",-7.24,11.442,4.444,10.55,1605.924,2.538,True,FCC
7613,"{""Pd"": 0.25, ""Pt"": 0.2, ""Cu"": 0.3, ""Au"": 0.25}",-8.58,11.442,4.56,10.55,1606.925,2.143,True,FCC
7614,"{""Pd"": 0.25, ""Pt"": 0.2, ""Cu"": 0.35, ""Au"": 0.2}",-9.74,11.289,4.597,10.55,1607.926,1.864,True,FCC
7615,"{""Pd"": 0.25, ""Pt"": 0.25, ""Cu"": 0.15, ""Au"": 0.35}",-3.89,11.184,3.867,10.5,1639.293,4.713,True,FCC
7616,"{""Pd"": 0.25, ""Pt"": 0.25, ""Cu"": 0.2, ""Au"": 0.3}",-5.66,11.442,4.135,10.5,1640.294,3.316,True,FCC
7617,"{""Pd"": 0.25, ""Pt"": 0.25, ""Cu"": 0.25, ""Au"": 0.25}",-7.25,11.526,4.311,10.5,1641.295,2.609,True,FCC
7618,"{""Pd"": 0.25, ""Pt"": 0.25, ""Cu"": 0.3, ""Au"": 0.2}",-8.66,11.442,4.401,10.5,1642.296,2.17,True,FCC
7619,"{""Pd"": 0.25, ""Pt"": 0.25, ""Cu"": 0.35, ""Au"": 0.15}",-9.89,11.184,4.41,10.5,1643.297,1.858,True,FCC
7620,"{""Pd"": 0.25, ""Pt"": 0.3, ""Cu"": 0.1, ""Au"": 0.35}",-1.82,10.854,3.41,10.45,1673.663,9.981,True,FCC
7621,"{""Pd"": 0.25, ""Pt"": 0.3, ""Cu"": 0.15, ""Au"": 0.3}",-3.84,11.253,3.766,10.45,1674.664,4.908,True,FCC
7622,"{""Pd"": 0.25, ""Pt"": 0.3, ""Cu"": 0.2, ""Au"": 0.25}",-5.68,11.442,4.011,10.45,1675.665,3.376,True,FCC
7623,"{""Pd"": 0.25, ""Pt"": 0.3, ""Cu"": 0.25, ""Au"": 0.2}",-7.34,11.442,4.162,10.45,1676.666,2.614,True,FCC
7624,"{""Pd"": 0.25, ""Pt"": 0.3, ""Cu"": 0.3, ""Au"": 0.15}",-8.82,11.253,4.226,10.45,1677.667,2.14,True,FCC
7625,"{""Pd"": 0.25, ""Pt"": 0.3, ""Cu"": 0.35, ""Au"": 0.1}",-10.12,10.854,4.203,10.45,1678.668,1.8,True,FCC
7626,"{""Pd"": 0.25, ""Pt"": 0.35, ""Cu"": 0.05, ""Au"": 0.35}",0.49,10.236,2.837,10.4,1708.033,35.68,True,FCC
7627,"{""Pd"": 0.25, ""Pt"": 0.35, ""Cu"": 0.1, ""Au"": 0.3}",-1.78,10.854,3.317,10.4,1709.034,10.421,True,FCC
7628,"{""Pd"": 0.25, ""Pt"": 0.35, ""Cu"": 0.15, ""Au"": 0.25}",-3.87,11.184,3.651,10.4,1710.035,4.942,True,FCC
7629,"{""Pd"": 0.25, ""Pt"": 0.35, ""Cu"": 0.2, ""Au"": 0.2}",-5.78,11.289,3.872,10.4,1711.036,3.342,True,FCC
7630,"{""Pd"": 0.25, ""Pt"": 0.35, ""Cu"": 0.25, ""Au"": 0.15}",-7.51,11.184,3.997,10.4,1712.037,2.55,True,FCC
7631,"{""Pd"": 0.25, ""Pt"": 0.35, ""Cu"": 0.3, ""Au"": 0.1}",-9.06,10.854,4.031,10.4,1713.038,2.052,True,FCC
7632,"{""Pd"": 0.25, ""Pt"": 0.35, ""Cu"": 0.35, ""Au"": 0.05}",-10.43,10.236,3.973,10.4,1714.039,1.682,True,FCC
7633,"{""Pd"": 0.3, ""Pt"": 0.05, ""Cu"": 0.3, ""Au"": 0.35}",-9.14,10.306,4.828,10.65,1525.183,1.72,True,FCC
7634,"{""Pd"": 0.3, ""Pt"": 0.05, ""Cu"": 0.35, ""Au"": 0.3}",-10.14,10.306,4.911,10.65,1526.184,1.551,True,FCC
7635,"{""Pd"": 0.3, ""Pt"": 0.1, ""Cu"": 0.25, ""Au"": 0.35}",-7.75,10.854,4.562,10.6,1559.553,2.184,True,FCC
7636,"{""Pd"": 0.3, ""Pt"": 0.1, ""Cu"": 0.3, ""Au"": 0.3}",-9.0,10.923,4.696,10.6,1560.554,1.894,True,FCC
7637,"{""Pd"": 0.3, ""Pt"": 0.1, ""Cu"": 0.35, ""Au"": 0.25}",-10.07,10.854,4.754,10.6,1561.555,1.683,True,FCC
7638,"{""Pd"": 0.3, ""Pt"": 0.15, ""Cu"": 0.2, ""Au"": 0.35}",-6.12,11.1,4.248,10.55,1593.923,2.891,True,FCC
7639,"{""Pd"": 0.3, ""Pt"": 0.15, ""Cu"": 0.25, ""Au"": 0.3}",-7.62,11.253,4.44,10.55,1594.924,2.355,True,FCC
7640,"{""Pd"": 0.3, ""Pt"": 0.15, ""Cu"": 0.3, ""Au"": 0.25}",-8.94,11.253,4.551,10.55,1595.925,2.009,True,FCC
7641,"{""Pd"": 0.3, ""Pt"": 0.15, ""Cu"": 0.35, ""Au"": 0.2}",-10.08,11.1,4.582,10.55,1596.926,1.759,True,FCC
7642,"{""Pd"": 0.3, ""Pt"": 0.2, ""Cu"": 0.15, ""Au"": 0.35}",-4.25,11.1,3.874,10.5,1628.293,4.253,True,FCC
7643,"{""Pd"": 0.3, ""Pt"": 0.2, ""Cu"": 0.2, ""Au"": 0.3}",-6.0,11.358,4.135,10.5,1629.294,3.084,True,FCC
7644,"{""Pd"": 0.3, ""Pt"": 0.2, ""Cu"": 0.25, ""Au"": 0.25}",-7.57,11.442,4.305,10.5,1630.295,2.464,True,FCC
7645,"{""Pd"": 0.3, ""Pt"": 0.2, ""Cu"": 0.3, ""Au"": 0.2}",-8.96,11.358,4.389,10.5,1631.296,2.068,True,FCC
7646,"{""Pd"": 0.3, ""Pt"": 0.2, ""Cu"": 0.35, ""Au"": 0.15}",-10.17,11.1,4.392,10.5,1632.297,1.782,True,FCC
7647,"{""Pd"": 0.3, ""Pt"": 0.25, ""Cu"": 0.1, ""Au"": 0.35}",-2.14,10.854,3.421,10.45,1662.663,8.433,True,FCC
7648,"{""Pd"": 0.3, ""Pt"": 0.25, ""Cu"": 0.15, ""Au"": 0.3}",-4.14,11.253,3.77,10.45,1663.664,4.522,True,FCC
7649,"{""Pd"": 0.3, ""Pt"": 0.25, ""Cu"": 0.2, ""Au"": 0.25}",-5.96,11.442,4.009,10.45,1664.665,3.196,True,FCC
7650,"{""Pd"": 0.3, ""Pt"": 0.25, ""Cu"": 0.25, ""Au"": 0.2}",-7.6,11.442,4.153,10.45,1665.666,2.508,True,FCC
7651,"{""Pd"": 0.3, ""Pt"": 0.25, ""Cu"": 0.3, ""Au"": 0.15}",-9.06,11.253,4.211,10.45,1666.667,2.07,True,FCC
7652,"{""Pd"": 0.3, ""Pt"": 0.25, ""Cu"": 0.35, ""Au"": 0.1}",-10.34,10.854,4.181,10.45,1667.668,1.751,True,FCC
7653,"{""Pd"": 0.3, ""Pt"": 0.3, ""Cu"": 0.05, ""Au"": 0.35}",0.21,10.306,2.856,10.4,1697.033,83.284,True,FCC
7654,"{""Pd"": 0.3, ""Pt"": 0.3, ""Cu"": 0.1, ""Au"": 0.3}",-2.04,10.923,3.326,10.4,1698.034,9.092,True,FCC
