,data_dict,delta_Hmix,delta_Smix,delta_R,VECmix,Tmix,Omiga,is_stable,phase
5791,"{""Pd"": 0.35, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.1}",-26.5,11.894,3.004,8.25,1367.163,0.614,False,
5792,"{""Pd"": 0.35, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.05}",-25.9,11.894,3.577,8.25,1368.164,0.628,False,
5793,"{""Pd"": 0.35, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.05}",-25.62,11.43,3.012,8.25,1361.984,0.608,False,
5794,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.05, ""Au"": 0.2}",-31.1,11.277,2.953,7.85,1362.484,0.494,False,
5795,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.1, ""Au"": 0.15}",-30.71,11.635,3.524,7.85,1363.484,0.517,False,
5796,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.15, ""Au"": 0.1}",-30.14,11.635,3.938,7.85,1364.486,0.527,False,
5797,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.2, ""Au"": 0.05}",-29.39,11.277,4.239,7.85,1365.486,0.524,False,
5798,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.05, ""Au"": 0.15}",-30.34,11.635,2.962,7.85,1357.304,0.521,False,
5799,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.1, ""Au"": 0.1}",-29.78,11.853,3.533,7.85,1358.306,0.541,False,
5800,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.05}",-29.04,11.635,3.948,7.85,1359.307,0.545,False,
5801,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.05, ""Au"": 0.1}",-29.46,11.635,2.971,7.85,1352.125,0.534,False,
5802,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.1, ""Au"": 0.05}",-28.73,11.635,3.543,7.85,1353.126,0.548,False,
5803,"{""Pd"": 0.35, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.05}",-28.46,11.277,2.98,7.85,1346.946,0.534,False,
5850,"{""Pt"": 0.05, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.35}",-13.62,11.277,5.491,9.35,1293.913,1.071,False,
5878,"{""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.35}",-14.93,11.43,5.245,8.95,1272.696,0.974,False,
5879,"{""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.3}",-13.96,11.43,5.465,8.95,1273.696,1.043,False,
5880,"{""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.35}",-14.68,11.977,4.957,8.95,1266.516,1.033,False,
5883,"{""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.35}",-14.47,12.224,4.583,8.95,1260.336,1.065,False,
5887,"{""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.35}",-14.3,12.224,4.101,8.95,1254.155,1.072,False,
5892,"{""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.35}",-14.17,11.977,3.47,8.95,1247.976,1.055,False,
5898,"{""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.35}",-14.08,11.43,2.586,8.95,1241.796,1.008,False,
5905,"{""Pt"": 0.05, ""Al"": 0.25, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.3}",-13.12,11.43,2.589,8.95,1236.616,1.077,False,
5911,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.35}",-16.22,11.43,4.931,8.55,1251.478,0.882,False,
5912,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.3}",-15.13,11.499,5.222,8.55,1252.479,0.952,False,
5913,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.25}",-13.86,11.43,5.439,8.55,1253.48,1.034,False,
5914,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.35}",-16.02,11.894,4.56,8.55,1245.298,0.925,False,
5915,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.3}",-14.94,12.047,4.938,8.55,1246.299,1.005,False,
5916,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.3, ""Au"": 0.25}",-13.68,12.047,5.23,8.55,1247.3,1.098,False,
5918,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.35}",-15.86,12.035,4.082,8.55,1239.118,0.94,False,
5919,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.3}",-14.79,12.293,4.567,8.55,1240.119,1.031,False,
5923,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.35}",-15.74,11.894,3.455,8.55,1232.938,0.932,False,
5924,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.3}",-14.68,12.293,4.088,8.55,1233.939,1.033,False,
5929,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.35}",-15.66,11.43,2.575,8.55,1226.758,0.895,False,
5930,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.3}",-14.61,12.047,3.459,8.55,1227.759,1.012,False,
5936,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.3}",-14.58,11.499,2.579,8.55,1221.579,0.963,False,
5942,"{""Pt"": 0.05, ""Al"": 0.3, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.25}",-13.38,11.43,2.583,8.55,1216.4,1.039,False,
5947,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.2, ""Au"": 0.35}",-17.49,11.277,4.537,8.15,1230.26,0.793,False,
5948,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.3}",-16.28,11.43,4.911,8.15,1231.261,0.864,False,
5949,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.25}",-14.89,11.43,5.199,8.15,1232.262,0.946,False,
5950,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.2}",-13.32,11.277,5.413,8.15,1233.264,1.044,False,
5951,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.35}",-17.34,11.635,4.063,8.15,1224.08,0.821,False,
5952,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.3}",-16.14,11.894,4.543,8.15,1225.082,0.903,False,
5953,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.25}",-14.76,11.977,4.918,8.15,1226.082,0.995,False,
5956,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.1, ""Au"": 0.35}",-17.23,11.635,3.439,8.15,1217.901,0.822,False,
5957,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.3}",-16.04,12.035,4.068,8.15,1218.902,0.915,False,
5958,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-14.67,12.224,4.55,8.15,1219.902,1.017,False,
5962,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-17.16,11.277,2.564,8.15,1211.72,0.796,False,
5963,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.3}",-15.98,11.894,3.444,8.15,1212.721,0.903,False,
5964,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.25}",-14.62,12.224,4.074,8.15,1213.722,1.015,False,
5969,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.3}",-15.96,11.43,2.568,8.15,1206.542,0.864,False,
5970,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.25}",-14.61,11.977,3.449,8.15,1207.542,0.99,False,
5975,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.25}",-14.64,11.43,2.572,8.15,1201.362,0.938,False,
5976,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.3, ""Cu"": 0.1, ""Au"": 0.2}",-13.12,11.894,3.453,8.15,1202.364,1.09,False,
5980,"{""Pt"": 0.05, ""Al"": 0.35, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.2}",-13.2,11.277,2.576,8.15,1196.183,1.022,False,
6048,"{""Pt"": 0.1, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.35}",-15.06,11.894,5.202,9.3,1328.283,1.049,False,
6049,"{""Pt"": 0.1, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.3}",-14.46,11.894,5.406,9.3,1329.284,1.093,False,
6081,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.35}",-16.68,11.977,4.903,8.9,1307.066,0.939,False,
6082,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.3}",-15.96,12.047,5.178,8.9,1308.066,0.987,False,
6083,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.25}",-15.06,11.977,5.379,8.9,1309.067,1.041,False,
6084,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.35}",-16.34,12.441,4.551,8.9,1300.886,0.99,False,
6085,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.3}",-15.63,12.595,4.91,8.9,1301.886,1.049,False,
6088,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.35}",-16.04,12.582,4.093,8.9,1294.706,1.016,False,
6089,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.3}",-15.34,12.841,4.557,8.9,1295.706,1.085,False,
6093,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.35}",-15.78,12.441,3.492,8.9,1288.526,1.016,False,
6094,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.3}",-15.09,12.841,4.099,8.9,1289.526,1.097,False,
6099,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.35}",-15.56,11.977,2.656,8.9,1282.346,0.987,False,
6100,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.3}",-14.88,12.595,3.497,8.9,1283.346,1.086,False,
6106,"{""Pt"": 0.1, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.3}",-14.71,12.047,2.661,8.9,1277.166,1.046,False,
6117,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.2, ""Au"": 0.35}",-18.28,11.894,4.525,8.5,1285.848,0.837,False,
6118,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.3}",-17.44,12.047,4.881,8.5,1286.849,0.889,False,
6119,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.25}",-16.42,12.047,5.153,8.5,1287.85,0.945,False,
6120,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.2}",-15.22,11.894,5.351,8.5,1288.851,1.007,False,
6121,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.35}",-17.99,12.252,4.072,8.5,1279.668,0.872,False,
6122,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.3}",-17.16,12.511,4.532,8.5,1280.669,0.934,False,
6123,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.25}",-16.15,12.595,4.889,8.5,1281.67,1.0,False,
6124,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.3, ""Au"": 0.2}",-14.96,12.511,5.162,8.5,1282.671,1.073,False,
6126,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.1, ""Au"": 0.35}",-17.74,12.252,3.474,8.5,1273.488,0.88,False,
6127,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.3}",-16.92,12.652,4.077,8.5,1274.489,0.953,False,
6128,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-15.92,12.841,4.539,8.5,1275.49,1.029,False,
6132,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-17.53,11.894,2.643,8.5,1267.308,0.86,False,
6133,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.3}",-16.72,12.511,3.48,8.5,1268.309,0.949,False,
6134,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.25}",-15.73,12.841,4.083,8.5,1269.31,1.036,False,
6139,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.3}",-16.56,12.047,2.647,8.5,1262.129,0.918,False,
6140,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.25}",-15.58,12.595,3.485,8.5,1263.13,1.021,False,
6145,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.25}",-15.47,12.047,2.652,8.5,1256.95,0.979,False,
6146,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.3, ""Cu"": 0.1, ""Au"": 0.2}",-14.32,12.511,3.49,8.5,1257.951,1.099,False,
6150,"{""Pt"": 0.1, ""Al"": 0.3, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.2}",-14.26,11.894,2.656,8.5,1251.771,1.044,False,
6154,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.15, ""Au"": 0.35}",-19.86,11.635,4.049,8.1,1264.631,0.741,False,
6155,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.2, ""Au"": 0.3}",-18.9,11.894,4.506,8.1,1265.632,0.796,False,
6156,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.25}",-17.76,11.977,4.86,8.1,1266.633,0.854,False,
6157,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.2}",-16.44,11.894,5.128,8.1,1267.634,0.917,False,
6158,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.15}",-14.94,11.635,5.323,8.1,1268.634,0.988,False,
6159,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.1, ""Au"": 0.35}",-19.62,11.853,3.456,8.1,1258.45,0.76,False,
6160,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.3}",-18.67,12.252,4.056,8.1,1259.452,0.827,False,
6161,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.25}",-17.54,12.441,4.513,8.1,1260.452,0.894,False,
6162,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.2}",-16.23,12.441,4.867,8.1,1261.454,0.967,False,
6163,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.1, ""Cu"": 0.3, ""Au"": 0.15}",-14.74,12.252,5.137,8.1,1262.454,1.049,False,
6165,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.05, ""Au"": 0.35}",-19.42,11.635,2.628,8.1,1252.27,0.75,False,
6166,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.1, ""Au"": 0.3}",-18.48,12.252,3.461,8.1,1253.272,0.831,False,
6167,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.25}",-17.36,12.582,4.062,8.1,1254.272,0.909,False,
6168,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.2}",-16.06,12.687,4.52,8.1,1255.274,0.992,False,
6169,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.15, ""Cu"": 0.25, ""Au"": 0.15}",-14.58,12.582,4.875,8.1,1256.274,1.084,False,
6172,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.3}",-18.33,11.894,2.633,8.1,1247.092,0.809,False,
6173,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.25}",-17.22,12.441,3.467,8.1,1248.093,0.902,False,
6174,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.2}",-15.93,12.687,4.068,8.1,1249.094,0.995,False,
6175,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.2, ""Cu"": 0.2, ""Au"": 0.15}",-14.46,12.687,4.527,8.1,1250.095,1.097,False,
6178,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.25}",-17.12,11.977,2.638,8.1,1241.912,0.869,False,
6179,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.2}",-15.84,12.441,3.472,8.1,1242.914,0.976,False,
6180,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.25, ""Cu"": 0.15, ""Au"": 0.15}",-14.38,12.582,4.074,8.1,1243.914,1.088,False,
6183,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.2}",-15.79,11.894,2.642,8.1,1236.734,0.932,False,
6184,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.3, ""Cu"": 0.1, ""Au"": 0.15}",-14.34,12.252,3.477,8.1,1237.734,1.058,False,
6187,"{""Pt"": 0.1, ""Al"": 0.35, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.15}",-14.34,11.635,2.647,8.1,1231.554,0.999,False,
6272,"{""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.35}",-16.26,12.224,4.869,9.25,1362.653,1.024,False,
6273,"{""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.3}",-15.91,12.293,5.127,9.25,1363.654,1.054,False,
6274,"{""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.25}",-15.38,12.224,5.312,9.25,1364.655,1.085,False,
6275,"{""Pt"": 0.15, ""Al"": 0.2, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.35}",-15.78,12.687,4.535,9.25,1356.473,1.091,False,
6308,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.2, ""Au"": 0.35}",-18.19,12.224,4.508,8.85,1341.436,0.901,False,
6309,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.3}",-17.72,12.377,4.846,8.85,1342.436,0.938,False,
6310,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.25}",-17.07,12.377,5.101,8.85,1343.438,0.974,False,
6311,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.2}",-16.24,12.224,5.283,8.85,1344.438,1.012,False,
6312,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.35}",-17.76,12.582,4.074,8.85,1335.256,0.946,False,
6313,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.3}",-17.3,12.841,4.515,8.85,1336.256,0.992,False,
6314,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.25}",-16.66,12.925,4.854,8.85,1337.258,1.037,False,
6315,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.1, ""Cu"": 0.3, ""Au"": 0.2}",-15.84,12.841,5.11,8.85,1338.258,1.085,False,
6317,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.1, ""Au"": 0.35}",-17.37,12.582,3.502,8.85,1329.076,0.963,False,
6318,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.3}",-16.92,12.982,4.08,8.85,1330.076,1.021,False,
6319,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-16.29,13.171,4.522,8.85,1331.077,1.076,False,
6323,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-17.02,12.224,2.71,8.85,1322.895,0.95,False,
6324,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.3}",-16.58,12.841,3.508,8.85,1323.896,1.025,False,
6325,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.25}",-15.96,13.171,4.087,8.85,1324.898,1.093,False,
6330,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.3}",-16.28,12.377,2.715,8.85,1317.716,1.002,False,
6331,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.25}",-15.67,12.925,3.513,8.85,1318.718,1.088,False,
6336,"{""Pt"": 0.15, ""Al"": 0.25, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.25}",-15.42,12.377,2.72,8.85,1312.538,1.054,False,
6345,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.15, ""Au"": 0.35}",-20.1,12.035,4.05,8.45,1320.218,0.79,False,
6346,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.2, ""Au"": 0.3}",-19.51,12.293,4.487,8.45,1321.219,0.832,False,
6347,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.25}",-18.74,12.377,4.823,8.45,1322.22,0.873,False,
6348,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.2}",-17.79,12.293,5.075,8.45,1323.221,0.914,False,
6349,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.15}",-16.66,12.035,5.253,8.45,1324.222,0.957,False,
6350,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.1, ""Au"": 0.35}",-19.72,12.252,3.482,8.45,1314.038,0.816,False,
6351,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.3}",-19.14,12.652,4.057,8.45,1315.039,0.869,False,
6352,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.25}",-18.38,12.841,4.495,8.45,1316.04,0.919,False,
6353,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.2}",-17.44,12.841,4.831,8.45,1317.041,0.97,False,
6354,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.3, ""Au"": 0.15}",-16.32,12.652,5.084,8.45,1318.042,1.022,False,
6355,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.1, ""Cu"": 0.35, ""Au"": 0.1}",-15.02,12.252,5.263,8.45,1319.043,1.076,False,
6356,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.05, ""Au"": 0.35}",-19.38,12.035,2.693,8.45,1307.858,0.812,False,
6357,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.1, ""Au"": 0.3}",-18.81,12.652,3.488,8.45,1308.859,0.88,False,
6358,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.25}",-18.06,12.982,4.063,8.45,1309.86,0.942,False,
6359,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.2}",-17.13,13.087,4.502,8.45,1310.861,1.001,False,
6360,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.15, ""Cu"": 0.25, ""Au"": 0.15}",-16.02,12.982,4.839,8.45,1311.862,1.063,False,
6363,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.3}",-18.52,12.293,2.699,8.45,1302.679,0.865,False,
6364,"{""Pt"": 0.15, ""Al"": 0.3, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.25}",-17.78,12.841,3.493,8.45,1303.68,0.942,False,
